6.00V	6.00V
Magnetic Field (T)	Lock-In Average (V)
2.800000e-02	4.931601e+01	
3.000000e-02	4.973148e+01	
3.200000e-02	5.040372e+01	
3.400000e-02	5.138994e+01	
3.600000e-02	4.984684e+01	
3.800000e-02	5.047210e+01	
4.000000e-02	4.838814e+01	
4.200000e-02	4.884072e+01	
4.400000e-02	4.970804e+01	
4.600000e-02	5.082041e+01	
4.800000e-02	4.827174e+01	
5.000000e-02	5.038436e+01	
5.200000e-02	4.831839e+01	
5.400000e-02	4.934413e+01	
5.600000e-02	4.864739e+01	
5.800000e-02	4.877833e+01	
6.000000e-02	4.834875e+01	
6.200000e-02	4.875795e+01	
6.400000e-02	4.947314e+01	
6.600000e-02	5.007061e+01	
6.800000e-02	4.816702e+01	
7.000000e-02	4.879385e+01	
7.200000e-02	4.866426e+01	
7.400000e-02	4.862950e+01	
7.600000e-02	4.864359e+01	
7.800000e-02	4.979407e+01	
8.000000e-02	4.769601e+01	
8.200000e-02	4.870491e+01	
8.400000e-02	4.798378e+01	
8.600000e-02	4.818893e+01	
8.800000e-02	4.915759e+01	
9.000000e-02	4.854065e+01	
9.200000e-02	4.885458e+01	
9.400000e-02	4.821801e+01	
9.600000e-02	4.930349e+01	
9.800000e-02	4.937569e+01	
1.000000e-01	4.690171e+01	
1.020000e-01	4.892391e+01	
1.040000e-01	4.909788e+01	
1.060000e-01	4.922977e+01	
1.080000e-01	4.737792e+01	
1.100000e-01	4.807519e+01	
1.120000e-01	4.881362e+01	
1.140000e-01	4.841634e+01	
1.160000e-01	4.820329e+01	
1.180000e-01	4.745651e+01	
1.200000e-01	4.820038e+01	
1.220000e-01	4.811062e+01	
1.240000e-01	4.913766e+01	
1.260000e-01	4.869288e+01	
1.280000e-01	4.778036e+01	
1.300000e-01	4.749332e+01	
1.320000e-01	4.708729e+01	
1.340000e-01	4.708070e+01	
1.360000e-01	4.839944e+01	
1.380000e-01	4.737226e+01	
1.400000e-01	4.822317e+01	
1.420000e-01	4.866425e+01	
1.440000e-01	4.864002e+01	
1.460000e-01	4.737580e+01	
1.480000e-01	4.837981e+01	
1.500000e-01	4.830581e+01	
1.520000e-01	4.676666e+01	
1.540000e-01	4.811258e+01	
1.560000e-01	4.764451e+01	
1.580000e-01	4.707767e+01	
1.600000e-01	4.769080e+01	
1.620000e-01	4.720121e+01	
1.640000e-01	4.765745e+01	
1.660000e-01	4.750743e+01	
1.680000e-01	4.673776e+01	
1.700000e-01	4.765822e+01	
1.720000e-01	4.695292e+01	
1.740000e-01	4.872795e+01	
1.760000e-01	4.699908e+01	
1.780000e-01	4.664533e+01	
1.800000e-01	4.744165e+01	
1.820000e-01	4.695387e+01	
1.840000e-01	4.794151e+01	
1.860000e-01	4.742044e+01	
1.880000e-01	4.631551e+01	
1.900000e-01	4.743162e+01	
1.920000e-01	4.633950e+01	
1.940000e-01	4.806282e+01	
1.960000e-01	4.736674e+01	
1.980000e-01	4.715957e+01	
