2.00V	2.00V
Magnetic Field (T)	Lock-In Average (V)
-7.600000e-02	1.299454e+01	
-7.400000e-02	1.278434e+01	
-7.200000e-02	1.302715e+01	
-7.000000e-02	1.263658e+01	
-6.800000e-02	1.284540e+01	
-6.600000e-02	1.286642e+01	
-6.400000e-02	1.296432e+01	
-6.200000e-02	1.274796e+01	
-6.000000e-02	1.267882e+01	
-5.800000e-02	1.285128e+01	
-5.600000e-02	1.283418e+01	
-5.400000e-02	1.275494e+01	
-5.200000e-02	1.269337e+01	
-5.000000e-02	1.266553e+01	
-4.800000e-02	1.264755e+01	
-4.600000e-02	1.264978e+01	
-4.400000e-02	1.288561e+01	
-4.200000e-02	1.248582e+01	
-4.000000e-02	1.254341e+01	
-3.800000e-02	1.245785e+01	
-3.600000e-02	1.263821e+01	
-3.400000e-02	1.256189e+01	
-3.200000e-02	1.229209e+01	
-3.000000e-02	1.252798e+01	
-2.800000e-02	1.216688e+01	
-2.600000e-02	1.226378e+01	
-2.400000e-02	1.216982e+01	
-2.200000e-02	1.208172e+01	
-2.000000e-02	1.215640e+01	
-1.800000e-02	1.218750e+01	
-1.600000e-02	1.192875e+01	
-1.400000e-02	1.169697e+01	
-1.200000e-02	1.166456e+01	
-1.000000e-02	1.162998e+01	
-8.000000e-03	1.135098e+01	
-6.000000e-03	1.136409e+01	
-4.000000e-03	1.137507e+01	
-2.000000e-03	1.150472e+01	
0.000000e+00	1.207797e+01	
2.000000e-03	1.300701e+01	
4.000000e-03	1.393196e+01	
6.000000e-03	1.443675e+01	
8.000000e-03	1.471469e+01	
1.000000e-02	1.473687e+01	
1.200000e-02	1.464998e+01	
1.400000e-02	1.461504e+01	
1.600000e-02	1.444109e+01	
1.800000e-02	1.443454e+01	
2.000000e-02	1.440396e+01	
2.200000e-02	1.408883e+01	
2.400000e-02	1.400090e+01	
2.600000e-02	1.385466e+01	
2.800000e-02	1.393904e+01	
3.000000e-02	1.376090e+01	
3.200000e-02	1.377020e+01	
3.400000e-02	1.387621e+01	
3.600000e-02	1.388402e+01	
3.800000e-02	1.383502e+01	
4.000000e-02	1.373023e+01	
4.200000e-02	1.359580e+01	
4.400000e-02	1.359564e+01	
4.600000e-02	1.369656e+01	
4.800000e-02	1.377393e+01	
5.000000e-02	1.352590e+01	
5.200000e-02	1.353765e+01	
5.400000e-02	1.363406e+01	
5.600000e-02	1.355106e+01	
5.800000e-02	1.354537e+01	
6.000000e-02	1.356602e+01	
6.200000e-02	1.341620e+01	
6.400000e-02	1.328749e+01	
6.600000e-02	1.356988e+01	
6.800000e-02	1.340479e+01	
7.000000e-02	1.348679e+01	
7.200000e-02	1.351518e+01	
7.400000e-02	1.345780e+01	
7.600000e-02	1.335153e+01	
7.800000e-02	1.354651e+01	
8.000000e-02	1.319435e+01	
8.200000e-02	1.346486e+01	
8.400000e-02	1.341474e+01	
8.600000e-02	1.340906e+01	
8.800000e-02	1.325758e+01	
9.000000e-02	1.322560e+01	
9.200000e-02	1.339117e+01	
9.400000e-02	1.338488e+01	
9.600000e-02	1.330911e+01	
9.800000e-02	1.335131e+01	
1.000000e-01	1.349169e+01	
1.020000e-01	1.335370e+01	
1.040000e-01	1.305210e+01	
1.060000e-01	1.314821e+01	
1.080000e-01	1.332887e+01	
1.100000e-01	1.345676e+01	
1.120000e-01	1.336199e+01	
1.140000e-01	1.350029e+01	
1.160000e-01	1.319356e+01	
1.180000e-01	1.309633e+01	
1.200000e-01	1.316949e+01	
1.220000e-01	1.326716e+01	
1.240000e-01	1.325368e+01	
1.260000e-01	1.320790e+01	
1.280000e-01	1.335714e+01	
1.300000e-01	1.329382e+01	
1.320000e-01	1.318275e+01	
1.340000e-01	1.338251e+01	
1.360000e-01	1.312826e+01	
1.380000e-01	1.323804e+01	
1.400000e-01	1.313600e+01	
1.420000e-01	1.321562e+01	
1.440000e-01	1.325129e+01	
1.460000e-01	1.323184e+01	
1.480000e-01	1.316303e+01	
1.500000e-01	1.322033e+01	
1.520000e-01	1.319693e+01	
1.540000e-01	1.325001e+01	
1.560000e-01	1.338247e+01	
1.580000e-01	1.328022e+01	
1.600000e-01	1.306471e+01	
1.620000e-01	1.293431e+01	
1.640000e-01	1.311319e+01	
1.660000e-01	1.325269e+01	
1.680000e-01	1.321044e+01	
1.700000e-01	1.294481e+01	
1.720000e-01	1.313375e+01	
1.740000e-01	1.307021e+01	
1.760000e-01	1.310052e+01	
1.780000e-01	1.332352e+01	
1.800000e-01	1.318735e+01	
1.820000e-01	1.309739e+01	
1.840000e-01	1.327258e+01	
1.860000e-01	1.317544e+01	
1.880000e-01	1.312366e+01	
1.900000e-01	1.308559e+01	
1.920000e-01	1.333247e+01	
1.940000e-01	1.315582e+01	
1.960000e-01	1.316432e+01	
1.980000e-01	1.306572e+01	
