1.00V	1.00V
Magnetic Field (T)	Lock-In Average (V)
-1.000000e-02	4.715827e+00	
-8.000000e-03	4.535957e+00	
-6.000000e-03	4.314957e+00	
-4.000000e-03	4.048539e+00	
-2.000000e-03	4.048463e+00	
0.000000e+00	4.642111e+00	
2.000000e-03	6.107187e+00	
4.000000e-03	7.623068e+00	
6.000000e-03	8.366335e+00	
8.000000e-03	8.604247e+00	
1.000000e-02	8.452205e+00	
1.200000e-02	8.073736e+00	
1.400000e-02	7.930852e+00	
1.600000e-02	7.870509e+00	
1.800000e-02	7.793339e+00	
2.000000e-02	7.713001e+00	
2.200000e-02	7.635948e+00	
2.400000e-02	7.426381e+00	
2.600000e-02	7.294244e+00	
2.800000e-02	7.236671e+00	
3.000000e-02	7.220100e+00	
3.200000e-02	7.254019e+00	
3.400000e-02	7.183245e+00	
3.600000e-02	7.083206e+00	
3.800000e-02	6.818215e+00	
4.000000e-02	6.832748e+00	
4.200000e-02	6.932151e+00	
4.400000e-02	7.072565e+00	
4.600000e-02	7.090259e+00	
4.800000e-02	6.963534e+00	
5.000000e-02	6.858279e+00	
5.200000e-02	6.705730e+00	
5.400000e-02	6.763805e+00	
5.600000e-02	6.819773e+00	
5.800000e-02	6.871917e+00	
6.000000e-02	6.854802e+00	
6.200000e-02	6.711628e+00	
6.400000e-02	6.728081e+00	
6.600000e-02	6.604478e+00	
6.800000e-02	6.666595e+00	
7.000000e-02	6.727338e+00	
7.200000e-02	6.810824e+00	
7.400000e-02	6.758320e+00	
7.600000e-02	6.636710e+00	
7.800000e-02	6.534625e+00	
8.000000e-02	6.542464e+00	
8.200000e-02	6.656395e+00	
8.400000e-02	6.715908e+00	
8.600000e-02	6.710364e+00	
8.800000e-02	6.626648e+00	
9.000000e-02	6.526072e+00	
9.200000e-02	6.546055e+00	
9.400000e-02	6.448325e+00	
9.600000e-02	6.506822e+00	
9.800000e-02	6.669402e+00	
1.000000e-01	6.713713e+00	
1.020000e-01	6.612911e+00	
1.040000e-01	6.383282e+00	
1.060000e-01	6.456446e+00	
1.080000e-01	6.394056e+00	
1.100000e-01	6.555880e+00	
1.120000e-01	6.559253e+00	
1.140000e-01	6.568350e+00	
1.160000e-01	6.474593e+00	
1.180000e-01	6.548651e+00	
1.200000e-01	6.322631e+00	
1.220000e-01	6.327537e+00	
1.240000e-01	6.625044e+00	
1.260000e-01	6.612786e+00	
1.280000e-01	6.482967e+00	
1.300000e-01	6.427515e+00	
1.320000e-01	6.391635e+00	
1.340000e-01	6.267650e+00	
1.360000e-01	6.433828e+00	
1.380000e-01	6.628218e+00	
1.400000e-01	6.499394e+00	
1.420000e-01	6.437297e+00	
1.440000e-01	6.396217e+00	
1.460000e-01	6.219599e+00	
1.480000e-01	6.142603e+00	
1.500000e-01	6.434941e+00	
1.520000e-01	6.496563e+00	
1.540000e-01	6.439402e+00	
1.560000e-01	6.295969e+00	
1.580000e-01	6.261475e+00	
1.600000e-01	6.236106e+00	
1.620000e-01	6.165596e+00	
1.640000e-01	6.283915e+00	
1.660000e-01	6.467920e+00	
1.680000e-01	6.378304e+00	
1.700000e-01	6.294866e+00	
1.720000e-01	6.246864e+00	
1.740000e-01	6.232064e+00	
1.760000e-01	6.279366e+00	
1.780000e-01	6.434453e+00	
1.800000e-01	6.313924e+00	
1.820000e-01	6.347116e+00	
1.840000e-01	6.397747e+00	
1.860000e-01	6.127778e+00	
1.880000e-01	6.164801e+00	
1.900000e-01	6.259789e+00	
1.920000e-01	6.326941e+00	
1.940000e-01	6.329105e+00	
1.960000e-01	6.256953e+00	
1.980000e-01	6.094708e+00	
