6.00V	6.00V
Magnetic Field (T)	Lock-In Average (V)
6.400000e-02	4.196038e+01	
6.600000e-02	4.212469e+01	
6.800000e-02	4.180535e+01	
7.000000e-02	4.193359e+01	
7.200000e-02	4.225951e+01	
7.400000e-02	4.250901e+01	
7.600000e-02	4.201784e+01	
7.800000e-02	4.267139e+01	
8.000000e-02	4.197136e+01	
8.200000e-02	4.254578e+01	
8.400000e-02	4.262131e+01	
8.600000e-02	4.248477e+01	
8.800000e-02	4.243861e+01	
9.000000e-02	4.245689e+01	
9.200000e-02	4.254564e+01	
9.400000e-02	4.169556e+01	
9.600000e-02	4.178897e+01	
9.800000e-02	4.208846e+01	
1.000000e-01	4.187279e+01	
1.020000e-01	4.144334e+01	
1.040000e-01	4.147332e+01	
1.060000e-01	4.194656e+01	
1.080000e-01	4.182788e+01	
1.100000e-01	4.177023e+01	
1.120000e-01	4.080092e+01	
1.140000e-01	4.158609e+01	
1.160000e-01	4.162842e+01	
1.180000e-01	4.162743e+01	
1.200000e-01	4.175704e+01	
1.220000e-01	4.179425e+01	
1.240000e-01	4.214194e+01	
1.260000e-01	4.132561e+01	
1.280000e-01	4.240313e+01	
1.300000e-01	4.137543e+01	
1.320000e-01	4.200343e+01	
1.340000e-01	4.219103e+01	
1.360000e-01	4.249307e+01	
1.380000e-01	4.199038e+01	
1.400000e-01	4.274911e+01	
1.420000e-01	4.218322e+01	
1.440000e-01	4.217781e+01	
1.460000e-01	4.193950e+01	
1.480000e-01	4.198152e+01	
1.500000e-01	4.156747e+01	
1.520000e-01	4.171433e+01	
1.540000e-01	4.151776e+01	
1.560000e-01	4.177969e+01	
1.580000e-01	4.123503e+01	
1.600000e-01	4.207164e+01	
1.620000e-01	4.133462e+01	
1.640000e-01	4.169517e+01	
1.660000e-01	4.152574e+01	
1.680000e-01	4.160499e+01	
1.700000e-01	4.187581e+01	
1.720000e-01	4.144728e+01	
1.740000e-01	4.152839e+01	
1.760000e-01	4.213240e+01	
1.780000e-01	4.197781e+01	
1.800000e-01	4.169402e+01	
1.820000e-01	4.151433e+01	
1.840000e-01	4.157598e+01	
1.860000e-01	4.233465e+01	
1.880000e-01	4.111168e+01	
1.900000e-01	4.144355e+01	
1.920000e-01	4.186395e+01	
1.940000e-01	4.159090e+01	
1.960000e-01	4.224824e+01	
1.980000e-01	4.186211e+01	
